7.0059e+07,10.066-5.0947i
7.045e+07,7.0446-7.3051i
7.0841e+07,5.6273-7.9788i
7.1233e+07,3.0317-8.2955i
7.1624e+07,1.789-8.4298i
7.2016e+07,-0.67217-7.7226i
7.2407e+07,-2.1858-7.8936i
7.2798e+07,-3.988-6.8802i
7.319e+07,-5.5595-4.9525i
7.3581e+07,-6.171-3.2915i
7.3973e+07,-6.6018-1.493i
7.4364e+07,-6.6234+0.083237i
7.4755e+07,-6.4686+1.6729i
7.5147e+07,-5.286+2.1198i
7.5538e+07,-3.8385+3.975i
7.593e+07,-2.4086+3.8626i
7.6321e+07,-1.936+4.1417i
7.6712e+07,-0.36306+4.1905i
7.7104e+07,0.53829+4.143i
7.7495e+07,0.82745+4.107i
7.7886e+07,1.2277+3.8015i
7.8278e+07,3.9419+2.7594i
7.8669e+07,1.9689+2.353i
7.9061e+07,2.6594+1.6212i
7.9452e+07,2.4419+1.656i
